"score","text","class"
0,"rt prabowo subianto pagi ini tolak ke dubai uni emirat arab bpn prabowo sandiaga atak sang capres pergi ke dubai untu","Neutral"
3,"rt sama reza dukung utama prabowo subianto dalam pilpres sebut sumatera barat propinsi dajjal tanda lebaran hati","Positive"
4,"rt kasubag humas ditjen imigrasi sama fernando benar informasi yang edar bahwa prabowo subianto pergi ke dubai uni emi","Positive"
4,"rt kasubag humas ditjen imigrasi sama fernando benar informasi yang edar bahwa prabowo subianto pergi ke dubai uni emi","Positive"
0,"rt prabowo subianto pagi ini tolak ke dubai uni emirat arab bpn prabowo sandiaga atak sang capres pergi ke dubai untu","Neutral"
4,"politikus partai gerindra riza patria benar info yang sebut ketua umum prabowo subianto pergi ke dubai ","Positive"
0,"rt ke yordania ke dubaiprabowosubianto kabar pergi ke dubai uni emirat arab selasa pagi pr","Neutral"
0,"siapa yang ngaciro prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang ","Neutral"
4,"rt kasubag humas ditjen imigrasi sama fernando benar informasi yang edar bahwa prabowo subianto pergi ke dubai uni emi","Positive"
4,"rt kasubag humas ditjen imigrasi sama fernando benar informasi yang edar bahwa prabowo subianto pergi ke dubai uni emi","Positive"
0," maubuatrusuhlagi andi arief sebut istilah juang sampai titik darah habis ya ","Neutral"
0," prabowo subianto","Neutral"
0," loh majuwo ing kene indak enten ojo ","Neutral"
0,"rt ke yordania ke dubaiprabowosubianto kabar pergi ke dubai uni emirat arab selasa pagi pr","Neutral"
9,"rt tuntut bpn ke mkno paling lucu tetap pasang calon presiden dan calon wakil presiden nomor urut h","Positive"
0," ke yordania ke dubaiprabowosubianto kabar pergi ke dubai uni emirat arab selasa ","Neutral"
3,"rt setelah tangkap oleh aparat polisi dukung capres prabowo subianto lieus sungkharisma telah tetap bagai ter","Positive"
0,"rt prabowo subianto pagi ini tolak ke dubai uni emirat arab bpn prabowo sandiaga atak sang capres pergi ke dubai untu","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt election unrest at least have died as protests ini indonesia turned violent after thousands took tapi the streets ini sup","Neutral"
4,"rt kasubag humas ditjen imigrasi sama fernando benar informasi yang edar bahwa prabowo subianto pergi ke dubai uni emi","Positive"
0,"sylalalalllaa prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat ","Neutral"
0,"rt prabowo subianto pagi ini tolak ke dubai uni emirat arab bpn prabowo sandiaga atak sang capres pergi ke dubai untu","Neutral"
4,"rt kasubag humas ditjen imigrasi sama fernando benar informasi yang edar bahwa prabowo subianto pergi ke dubai uni emi","Positive"
3,"rt setelah tangkap oleh aparat polisi dukung capres prabowo subianto lieus sungkharisma telah tetap bagai ter","Positive"
0,"rt prabowo subianto pagi ini tolak ke dubai uni emirat arab bpn prabowo sandiaga atak sang capres pergi ke dubai untu","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
8,"rt ketua tim advokasi jokowi sama ruf amin yusril ihza mahendra tegas siap hadap gugat hasil pilpres yang ajuk p","Positive"
4,"anak buahe mantan jenderal prabowo subianto hormat sek ","Positive"
4,"rt kasubag humas ditjen imigrasi sama fernando benar informasi yang edar bahwa prabowo subianto pergi ke dubai uni emi","Positive"
4,"rt kasubag humas ditjen imigrasi sama fernando benar informasi yang edar bahwa prabowo subianto pergi ke dubai uni emi","Positive"
4," liput bpn prabowo subianto ke dubai cek sehat milu milu ","Positive"
0,"rt prabowo subianto pagi ini tolak ke dubai uni emirat arab bpn prabowo sandiaga atak sang capres pergi ke dubai untu","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0," maubuatrusuhlagi andi arief sebut istilah juang sampai titik darah habis ya ","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
4,"rt kasubag humas ditjen imigrasi sama fernando benar informasi yang edar bahwa prabowo subianto pergi ke dubai uni emi","Positive"
0,"rt prabowo subianto pagi ini tolak ke dubai uni emirat arab bpn prabowo sandiaga atak sang capres pergi ke dubai untu","Neutral"
4,"rt kasubag humas ditjen imigrasi sama fernando benar informasi yang edar bahwa prabowo subianto pergi ke dubai uni emi","Positive"
4,"rt kasubag humas ditjen imigrasi sama fernando benar informasi yang edar bahwa prabowo subianto pergi ke dubai uni emi","Positive"
0,"rt prabowo subianto pagi ini tolak ke dubai uni emirat arab bpn prabowo sandiaga atak sang capres pergi ke dubai untu","Neutral"
0,"bila bpk prabowo subianto temu bpk joko widodo lalu jumpa pak ibu megawati dan pak rudy habibi ","Neutral"
4,"rt kasubag humas ditjen imigrasi sama fernando benar informasi yang edar bahwa prabowo subianto pergi ke dubai uni emi","Positive"
4,"rt kasubag humas ditjen imigrasi sama fernando benar informasi yang edar bahwa prabowo subianto pergi ke dubai uni emi","Positive"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt prabowo subianto pagi ini tolak ke dubai uni emirat arab bpn prabowo sandiaga atak sang capres pergi ke dubai untu","Neutral"
0,"prabowo subianto pagi ini tolak ke dubai uni emirat arab bpn prabowo sandiaga atak sang capres pergi ke ","Neutral"
4,"rt kasubag humas ditjen imigrasi sama fernando benar informasi yang edar bahwa prabowo subianto pergi ke dubai uni emi","Positive"
0,"rt pergi lagi pak banyak banget orang rusiax yang ikutpada mei pukul wib di bandara halim pakai prabowo subianto n","Neutral"
4,"kasubag humas ditjen imigrasi sama fernando benar informasi yang edar bahwa prabowo subianto pergi ke dub ","Positive"
-4,"banyak orang asing dalam terbang prabowo subianto ke luar neger hari ini tandak ada main catur ya ","Negative"
4,"gerindra prabowo subianto ke dubai cek sehat rutin ","Positive"
2," rindu sama ndeso katro lugu culun ingat sama gorong gorong walaupun cuma fatamorgana polesa ","Positive"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
3," maubuatrusuhlagigerakan people power yang belakang suara kubu dukung ","Positive"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
-1,"rt calon presiden nomor urut prabowo subianto tolak dari bandara halim perdanakusuma jakarta timur ke dubai uni emirat ar","Negative"
-1,"ini tuju prabowo subianto ke dubai anak buah tak tahu kapan sang capres kembali via ","Negative"
0,"prabowo subianto ex mantan menantu soeharto sekaligus ex danjen kopassus memang milik harta limpah tapi","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt siapa wn rusia yang teman prabowo subianto ke dubai ","Neutral"
0,"prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang ditumpan ","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt pergi lagi pak banyak banget orang rusiax yang ikutpada mei pukul wib di bandara halim pakai prabowo subianto n","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"prabowo subianto pergi ke dubai uea bareng orang rusia belanda dan as linetoday","Neutral"
-6,"rt ambulans gerindra juga temu ambulans milik ormas radikal afiliasi isis garis yang lama ini fasilitas capres p","Negative"
-6,"rt ambulans gerindra juga temu ambulans milik ormas radikal afiliasi isis garis yang lama ini fasilitas capres p","Negative"
4,"bpn benar prabowo subianto pergi ke dubai via ","Positive"
4,"rt bpn benar prabowo subianto pergi ke dubai ","Positive"
4,"rt bpn benar prabowo subianto pergi ke dubai ","Positive"
-6,"ambulans gerindra juga temu ambulans milik ormas radikal afiliasi isis garis yang lama ini fasilitas ","Negative"
0,"siapa wn rusia yang teman prabowo subianto ke dubai ","Neutral"
0,"prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rus ","Neutral"
0,"rt surabaya harap agar harap dua joko widodo dan prabowo subianto segera bertemu ","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
3,"rt sama reza dukung utama prabowo subianto dalam pilpres sebut sumatera barat propinsi dajjal tanda lebaran hati","Positive"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt laksamana a langsung gabung sama bikin main baru spesialis operasi black buat hajar jokowinamanya fron","Neutral"
-1,"naik jet pribadi prabowo subianto tolak ke dubai sama orang asing ","Negative"
-1,"naik jet pribadi prabowo subianto tolak ke dubai sama orang asing ","Negative"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt surabaya harap agar harap dua joko widodo dan prabowo subianto segera bertemu ","Neutral"
-1,"rt sementara itu pukul wib mei prabowo subianto serta rombong berangkat ke dubai uni emirat arab deng","Negative"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
3,"rt sama reza dukung utama prabowo subianto dalam pilpres sebut sumatera barat propinsi dajjal tanda lebaran hati","Positive"
-4,"nyata belum antik jokowi kma prabowo subianto sudah kabur tahun dia kabur ke yordania kini dia kak ","Negative"
-1,"calon presiden nomor urut prabowo subianto tolak dari bandara halim perdanakusuma jakarta timur ke dubai un ","Negative"
0,"rt pergi lagi pak banyak banget orang rusiax yang ikutpada mei pukul wib di bandara halim pakai prabowo subianto n","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt surabaya bicara harap capres jokowi prabowo subianto bertemu hingga doa pihak yang mem bully ","Neutral"
0,"prabowo subianto tinggal indonesia selasa pagi ini negara tuju lewat ","Neutral"
0,"prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rus ","Neutral"
0,"prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang ditumpan ","Neutral"
0,"rt election unrest at least have died as protests ini indonesia turned violent after thousands took tapi the streets ini sup","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt siapa wn rusia yang teman prabowo subianto ke dubai ","Neutral"
4," inilh pemimpin yang baik prabowo subianto","Positive"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
4,"bpn benar prabowo subianto pergi ke dubai ","Positive"
-1,"rt sementara itu pukul wib mei prabowo subianto serta rombong berangkat ke dubai uni emirat arab deng","Negative"
0,"siapa wn rusia yang teman prabowo subianto ke dubai ","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
-4,"rt prabowo subianto kabur kecut dan khianat bangsat cc ","Negative"
-4,"tahun kabur ke yordania tahun kabut ke uni emirat arab itu prabowo subianto ","Negative"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
-4,"prabowo subianto kabur kecut dan khianat bangsat ","Negative"
0," liput siapa wn rusia yang teman prabowo subianto ke dubai milu milu ","Neutral"
3,"rt sama reza dukung utama prabowo subianto dalam pilpres sebut sumatera barat propinsi dajjal tanda lebaran hati","Positive"
0,"rt pergi lagi pak banyak banget orang rusiax yang ikutpada mei pukul wib di bandara halim pakai prabowo subianto n","Neutral"
0,"prabowo subianto kabar pergi ke dubai uni emirat arab selasa pagi prabowo dan tujuh orang l ","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt surabaya harap agar harap dua joko widodo dan prabowo subianto segera bertemu ","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"siapa wn rusia yang teman prabowo subianto ke dubai ","Neutral"
3,"rt sama reza dukung utama prabowo subianto dalam pilpres sebut sumatera barat propinsi dajjal tanda lebaran hati","Positive"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
3,"rt sama reza dukung utama prabowo subianto dalam pilpres sebut sumatera barat propinsi dajjal tanda lebaran hati","Positive"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"sungguh sebal ","Neutral"
3,"rt sama reza dukung utama prabowo subianto dalam pilpres sebut sumatera barat propinsi dajjal tanda lebaran hati","Positive"
0,"prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang ditumpan ","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt surabaya harap agar harap dua joko widodo dan prabowo subianto segera bertemu ","Neutral"
4,"hmm agak perlu duit banyak support lain untuk menang di maka prabowo subianto berto ","Positive"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
3,"rt sama reza dukung utama prabowo subianto dalam pilpres sebut sumatera barat propinsi dajjal tanda lebaran hati","Positive"
6," asa kok enggak enak ya moga indonesia baik baik saja besok dan lusa ","Positive"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
3,"rt setelah tangkap oleh aparat polisi dukung capres prabowo subianto lieus sungkharisma telah tetap bagai ter","Positive"
3,"rt setelah tangkap oleh aparat polisi dukung capres prabowo subianto lieus sungkharisma telah tetap bagai ter","Positive"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
3,"rt sama reza dukung utama prabowo subianto dalam pilpres sebut sumatera barat propinsi dajjal tanda lebaran hati","Positive"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
-4,"rt kabur prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pe","Negative"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
3,"rt setelah tangkap oleh aparat polisi dukung capres prabowo subianto lieus sungkharisma telah tetap bagai ter","Positive"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0," prabowo subianto","Neutral"
-4,"kabur prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam ","Negative"
3,"rt sama reza dukung utama prabowo subianto dalam pilpres sebut sumatera barat propinsi dajjal tanda lebaran hati","Positive"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
3,"sama reza dukung utama prabowo subianto dalam pilpres sebut sumatera barat propinsi dajjal ","Positive"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt surabaya harap agar harap dua joko widodo dan prabowo subianto segera bertemu ","Neutral"
0,"capres prabowo subianto pergi tuju dubai uni emirat arab selasa pagi dengan guna jet pribadi w ","Neutral"
0,"rt surabaya harap agar harap dua joko widodo dan prabowo subianto segera bertemu ","Neutral"
0,"prabowo cabutttprabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabow ","Neutral"
0,"rt pergi lagi pak banyak banget orang rusiax yang ikutpada mei pukul wib di bandara halim pakai prabowo subianto n","Neutral"
0,"cc subianto ","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt surabaya harap agar harap dua joko widodo dan prabowo subianto segera bertemu ","Neutral"
0,"rt pergi lagi pak banyak banget orang rusiax yang ikutpada mei pukul wib di bandara halim pakai prabowo subianto n","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt no these photos di not show indonesian presidential candidate prabowo subianto got of election votes official","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prab","Neutral"
4,"harap doa semua akan baik saja prabowo subianto tolak ke dubai uni emirat ","Positive"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
-1,"calon presiden prabowo subianto kembali tandang ke luar neger kali ini dubai uni emirat arab hari ini las ","Negative"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt pergi lagi pak banyak banget orang rusiax yang ikutpada mei pukul wib di bandara halim pakai prabowo subianto n","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt pergi lagi pak banyak banget orang rusiax yang ikutpada mei pukul wib di bandara halim pakai prabowo subianto n","Neutral"
0," prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo pra ","Neutral"
0,"prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rus ","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
1,"prabowo subianto naik pesawat ke dubai satu negara geger minggu kemarin saya naik pesawat ke dubai kagak ada yang geger di twitter aneh ","Positive"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0," maubuatrusuhlagibukti bukti upa taut atau link berita yang serta tim hukum prabowo subianto sandiaga untuk ","Neutral"
8,"moga indonesia baik saja pasca prabowo ke dubai aman r ","Positive"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"naaaahhhhh thankyoutnipolriprabowo subianto tolak ke dubai uni emirat arab pagi tad ","Neutral"
0,"happy a nice trip ya pak prabowo subianto tolak ke dubai uni emirat arab pagi tadi ","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
-1,"kembali tahun saja lah prabowo subianto tolak ke dubai uni emirat arab pagi tad ","Negative"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang ditumpan ","Neutral"
0,"prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang ditumpan ","Neutral"
4,"buka dengan yang manis prabowo subianto tolak ke dubai uni emirat arab pagi t ","Positive"
0,"rt maubuatrusuhlagi bukti bukti upa taut atau link berita yang serta tim hukum wbowo subianto sandiwara uno itu me","Neutral"
0,"rt prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rusia amerik","Neutral"
0,"prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang ditumpan ","Neutral"
0,"prabowo subianto tolak ke dubai uni emirat arab pagi tadi dalam pesawat yang tumpang prabowo ada warga rus ","Neutral"
0,"rt surabaya harap agar harap dua joko widodo dan prabowo subianto segera bertemu ","Neutral"
0,"rt surabaya harap agar harap dua joko widodo dan prabowo subianto segera bertemu ","Neutral"
0,"rt konferensi pers prabowo subianto pasca tetap hasil milu ","Neutral"
0,"rt pergi lagi pak banyak banget orang rusiax yang ikutpada mei pukul wib di bandara halim pakai prabowo subianto n","Neutral"
0,"rt surabaya harap agar harap dua joko widodo dan prabowo subianto segera bertemu ","Neutral"
0,"rt prabowo subianto umum rencana untuk gugat putus kpu ke mahkamah konstitusi maka hati","Neutral"
-5,"capres dan cawapres nomor urut prabowo subianto sandiaga uno bawa bukti ada duga curang di pilpre ","Negative"
0,"rt surabaya harap agar harap dua joko widodo dan prabowo subianto segera bertemu ","Neutral"
0,"rt pergi lagi pak banyak banget orang rusiax yang ikutpada mei pukul wib di bandara halim pakai prabowo subianto n","Neutral"
3,"rt setelah tangkap oleh aparat polisi dukung capres prabowo subianto lieus sungkharisma telah tetap bagai ter","Positive"
8," saya percaya pak prabowo subianto itu orang baik yang bangsat itu orang yang ada di keliling","Positive"
